店舗,機種名,総導入台数,稼働日数,平均差枚数,勝率,集計数
マルシン777,Lゴジラ,19,209,-75.69155206286837,0.2819253438113949,1018
キング観光名張,Lゴジラ,4,81,-79.24691358024691,0.2839506172839506,81
キング666一宮,Lゴジラ,4,166,-85.21686746987952,0.2108433734939759,166
ラッキープラザ弥富,Lゴジラ,3,107,-87.32773109243698,0.2605042016806723,119
メガコンコルド岡崎インター,Lゴジラ,29,142,-102.49633507853405,0.3350785340314136,955
メガガイア一宮,Lゴジラ,10,224,-105.5228310502283,0.2831050228310502,438
ZENT豊田本店,Lゴジラ,3,211,-109.11985018726593,0.3370786516853932,267
ZENT豊橋藤沢店,Lゴジラ,3,286,-110.34965034965036,0.2517482517482518,286
キング観光サウザンド今池2号,Lゴジラ,1,50,-111.94,0.28,50
メガコンコルド稲沢,Lゴジラ,5,55,-119.83636363636364,0.3454545454545454,275
ZENT扶桑,Lゴジラ,7,239,-120.9979079497908,0.2112970711297071,478
コスモジャパン蒲郡,Lゴジラ,4,91,-130.96517412935324,0.3184079601990049,201
コンコルド岐阜羽島駅前,Lゴジラ,14,283,-135.54641350210971,0.2489451476793249,474
キング観光サウザンド栄東新町,Lゴジラ,13,234,-136.70546318289786,0.2090261282660332,421
ABC豊川,Lゴジラ,10,197,-139.06260575296108,0.2859560067681895,591
ZENT名古屋北,Lゴジラ,22,103,-143.19242902208202,0.3438485804416404,634
メガコンコルド春日井,Lゴジラ,8,117,-152.52983293556085,0.3269689737470167,419
サンシャインKYORAKU平針,Lゴジラ,2,102,-160.87254901960785,0.3235294117647059,102
キング観光サウザンド鈴鹿,Lゴジラ,25,107,-169.50728862973762,0.3236151603498542,343
グランドオータ鳴海,Lゴジラ,13,256,-169.88988095238096,0.306547619047619,672
メガコンコルド岡崎北,Lゴジラ,6,79,-171.59493670886076,0.2827004219409282,237
プレイランドキャッスルワンダー,Lゴジラ,14,172,-185.13636363636363,0.2424242424242424,396
ZENT住吉,Lゴジラ,3,142,-192.77290836653387,0.3545816733067729,251
KYORAKU東海,Lゴジラ,1,91,-208.5164835164835,0.2857142857142857,91
プレイランドキャッスル尾頭橋,Lゴジラ,2,36,-240.94444444444449,0.3055555555555556,36
ZENT岡崎インター,Lゴジラ,7,146,-261.5078125,0.28125,256
ZENT刈谷,Lゴジラ,1,112,-287.5267857142857,0.2767857142857143,112
プレイランドキャッスル上社,Lゴジラ,1,152,-325.2236842105263,0.2894736842105263,152
オーギヤ江南,Lゴジラ,1,119,-332.8151260504202,0.1428571428571428,119
キャッスル大金,Lゴジラ,1,119,-378.2352941176471,0.2689075630252101,119
メガコンコルド豊田インター,Lゴジラ,4,54,-399.9953703703704,0.3379629629629629,216
プレイランドキャッスル知多,Lゴジラ,1,36,-546.4722222222222,0.2222222222222222,36
メガコンコルド西尾,Lゴブリンスレイヤー,1,7,1011.5714285714286,0.5714285714285714,7
キクヤ島,Lゴブリンスレイヤー,13,7,764.065934065934,0.3846153846153846,91
プレイランドキャッスル知多,Lゴブリンスレイヤー,1,12,622.0,0.5,12
プレイランドキャッスル知多にしの台,Lゴブリンスレイヤー,1,50,318.26,0.28,50
キング観光サウザンド栄若宮大通,Lゴブリンスレイヤー,3,10,196.26666666666668,0.5,30
メガコンコルドみなと木場インター,Lゴブリンスレイヤー,2,40,157.05,0.275,40
プレイランドキャッスル知多東海,Lゴブリンスレイヤー,3,45,104.65079365079364,0.2539682539682539,63
メガコンコルド大垣インター南,Lゴブリンスレイヤー,1,28,97.39285714285714,0.25,28
ZENT扶桑,Lゴブリンスレイヤー,2,21,86.02380952380952,0.3571428571428571,42
オータ岡崎,Lゴブリンスレイヤー,3,265,68.83396226415094,0.2339622641509434,265
メガコンコルド刈谷知立,Lゴブリンスレイヤー,5,248,37.604838709677416,0.375,248
ラッキープラザ弥富,Lゴブリンスレイヤー,4,428,22.534513274336284,0.1415929203539823,1130
ZENT可児,Lゴブリンスレイヤー,2,72,-8.152777777777779,0.2638888888888889,72
キング観光熊野,Lゴブリンスレイヤー,2,67,-9.701492537313433,0.208955223880597,67
キング観光尾鷲,Lゴブリンスレイヤー,7,59,-14.951724137931034,0.096551724137931,145
メガスロットコンコルド吉浜,Lゴブリンスレイヤー,1,43,-20.232558139534884,0.3488372093023256,43
キング観光サウザンド今池2号,Lゴブリンスレイヤー,2,55,-29.10909090909091,0.3090909090909091,55
プレイランドキャッスル天白,Lゴブリンスレイヤー,4,75,-33.6695652173913,0.3217391304347826,115
ラッキープラザ津島,Lゴブリンスレイヤー,3,142,-45.31802120141343,0.1378091872791519,283
ラッキープラザ名古屋西インター七宝,Lゴブリンスレイヤー,2,340,-54.43609022556391,0.2756892230576441,399
ラッキープラザ可児,Lゴブリンスレイヤー,7,197,-64.50877192982456,0.2280701754385964,228
キクヤ春日井,Lゴブリンスレイヤー,1,22,-68.45454545454545,0.1363636363636363,22
キング観光鈴鹿インター,Lゴブリンスレイヤー,4,448,-70.296875,0.2790178571428571,448
キャッスル大金,Lゴブリンスレイヤー,1,457,-80.70240700218818,0.1859956236323851,457
キング観光いなべ,Lゴブリンスレイヤー,1,41,-101.53658536585364,0.1951219512195122,41
ZENT木曽川,Lゴブリンスレイヤー,1,349,-104.44412607449856,0.2922636103151863,349
MGM四日市,Lゴブリンスレイヤー,12,111,-148.97106109324758,0.157556270096463,311
メガコンコルド豊田インター,Lゴブリンスレイヤー,7,184,-212.55343511450383,0.2232824427480916,524
キクヤ長良,Lゴブリンスレイヤー,1,61,-212.5737704918033,0.3114754098360656,61
プレイランドキャッスル春日井,Lゴブリンスレイヤー,1,140,-223.15,0.2928571428571428,140
キング観光サウザンド栄東新町,Lゴブリンスレイヤー,1,14,-224.3571428571429,0.0,14
KYORAKU東海,Lゴブリンスレイヤー,5,58,-231.71917808219175,0.3356164383561644,146
プレイランドキャッスル大曽根,Lゴブリンスレイヤー,4,16,-240.890625,0.25,64
ZENT各務原,Lゴブリンスレイヤー,1,267,-251.51685393258427,0.2284644194756554,267
キング666東海,Lゴブリンスレイヤー,1,51,-271.7843137254902,0.2352941176470588,51
ZENT梅坪,Lゴブリンスレイヤー,9,247,-309.11451612903227,0.25,620
キング観光サウザンド鈴鹿,Lゴブリンスレイヤー,16,81,-320.8804780876494,0.2191235059760956,251
グランドオータ鳴海,Lゴブリンスレイヤー,2,70,-365.98571428571427,0.2857142857142857,70
プレイランドキャッスル記念橋南,Lゴブリンスレイヤー,5,124,-401.1890243902439,0.2012195121951219,164
メガコンコルド岡崎インター,Lゴブリンスレイヤー,8,111,-452.3198198198198,0.3018018018018018,222
プレイランドキャッスル小牧,Lゴブリンスレイヤー,1,49,-525.3673469387755,0.1224489795918367,49
キング観光サウザンド津,Lゴブリンスレイヤー,4,66,-614.3181818181819,0.3333333333333333,66
プレイランドキャッスル東郷,Lゴブリンスレイヤー,1,10,-840.6,0.2,10
キング観光名張,Lゴブリンスレイヤー,1,5,-1034.6,0.0,5
キング観光いなべ,Lストライクウィッチーズ2,1,41,590.170731707317,0.3414634146341463,41
グランドオータ鳴海,Lストライクウィッチーズ2,1,49,285.48979591836735,0.2040816326530612,49
パーラーワールド小牧,Lストライクウィッチーズ2,1,14,202.42857142857144,0.1428571428571428,14
キング観光サウザンド今池2号,Lストライクウィッチーズ2,1,16,187.8125,0.375,16
キング666東海,Lストライクウィッチーズ2,3,63,186.6084656084656,0.2751322751322751,189
メガスロットコンコルド吉浜,Lストライクウィッチーズ2,6,87,177.44086021505376,0.2688172043010752,93
キング観光サウザンド桑名本店,Lストライクウィッチーズ2,2,103,139.54368932038835,0.2135922330097087,103
ラッキープラザ弥富,Lストライクウィッチーズ2,1,141,123.82978723404256,0.3049645390070922,141
プレイランドキャッスル上社,Lストライクウィッチーズ2,1,160,11.73125,0.2375,160
プレイランドキャッスル春日井,Lストライクウィッチーズ2,1,48,-9.708333333333334,0.2708333333333333,48
メガコンコルド大垣インター南,Lストライクウィッチーズ2,6,124,-27.10483870967742,0.2419354838709677,124
ラッキープラザ名古屋西インター七宝,Lストライクウィッチーズ2,1,36,-31.38888888888889,0.25,36
ZENT豊橋藤沢店,Lストライクウィッチーズ2,1,47,-34.38297872340426,0.2340425531914893,47
キング666一宮,Lストライクウィッチーズ2,7,118,-36.41228070175438,0.1096491228070175,228
メガコンコルド西尾,Lストライクウィッチーズ2,4,368,-46.00815217391305,0.154891304347826,368
キング666飛騨高山,Lストライクウィッチーズ2,1,101,-68.2871287128713,0.2178217821782178,101
キング観光サウザンド近鉄四日市,Lストライクウィッチーズ2,1,14,-103.78571428571428,0.2142857142857142,14
プレイランドキャッスル知多にしの台,Lストライクウィッチーズ2,3,22,-120.65217391304348,0.1739130434782608,23
キング観光鈴鹿インター,Lストライクウィッチーズ2,1,14,-136.85714285714286,0.2142857142857142,14
ラッキープラザ関,Lストライクウィッチーズ2,1,163,-145.30674846625766,0.1717791411042944,163
メガコンコルドみなと木場インター,Lストライクウィッチーズ2,2,20,-161.15,0.1,20
メガコンコルド岡崎北,Lストライクウィッチーズ2,1,47,-184.2765957446809,0.1702127659574468,47
キング観光サウザンド桑名サンシパーク,Lストライクウィッチーズ2,2,90,-217.98888888888888,0.1555555555555555,90
プレイランドキャッスル記念橋南,Lストライクウィッチーズ2,2,67,-224.80597014925377,0.1492537313432835,67
メガガイア一宮,Lストライクウィッチーズ2,2,95,-252.74736842105264,0.2210526315789473,95
ラッキープラザ可児,Lストライクウィッチーズ2,2,79,-265.69620253164555,0.1645569620253164,79
コンコルド岐阜羽島駅前,Lストライクウィッチーズ2,2,100,-297.04,0.22,100
プレイランドキャッスル尾頭橋,Lストライクウィッチーズ2,2,35,-353.8857142857143,0.1428571428571428,35
プレイランドキャッスル天白,Lストライクウィッチーズ2,1,12,-600.3333333333334,0.1666666666666666,12
メガコンコルド刈谷知立,Lスーパービンゴネオ,4,15,584.8166666666667,0.4333333333333333,60
ラッキー1番日進竹の山,Lスーパービンゴネオ,1,126,149.82539682539684,0.2301587301587301,126
コスモジャパン西尾,Lスーパービンゴネオ,6,144,92.55208333333331,0.25,288
コンコルド一宮尾西インター,Lスーパービンゴネオ,10,163,21.92638036809816,0.2576687116564417,489
キング666東海,Lスーパービンゴネオ,20,182,-10.028708133971293,0.2141148325358851,836
ZENT555,Lスーパービンゴネオ,7,302,-24.908071748878925,0.1894618834080717,892
キング観光サウザンド栄東新町,Lスーパービンゴネオ,12,395,-33.928292046936114,0.1538461538461538,767
コンコルド岐阜羽島駅前,Lスーパービンゴネオ,10,117,-37.50413223140496,0.2809917355371901,242
プレイランドキャッスル熱田,Lスーパービンゴネオ,32,214,-42.96690179055887,0.2392837764514378,1843
プレイランドキャッスル天白,Lスーパービンゴネオ,24,154,-48.9,0.2344444444444444,900
メガコンコルドみなと木場インター,Lスーパービンゴネオ,13,121,-65.3558648111332,0.2445328031809145,503
コスモジャパン大府,Lスーパービンゴネオ,19,139,-68.79616858237547,0.2551724137931034,1305
プレイランドキャッスル知多にしの台,Lスーパービンゴネオ,9,173,-73.95375722543352,0.2447013487475915,519
プレイランドキャッスルワンダー,Lスーパービンゴネオ,30,141,-79.04739884393064,0.2104046242774566,865
プレイランドキャッスル春日井,Lスーパービンゴネオ,13,277,-89.34331669439823,0.2168607875762618,1803
メガコンコルド大垣インター南,Lスーパービンゴネオ,11,167,-92.62987012987011,0.2467532467532467,308
プレイランドキャッスル記念橋南,Lスーパービンゴネオ,11,152,-92.84250474383302,0.222011385199241,527
キング観光サウザンド近鉄四日市,Lスーパービンゴネオ,7,229,-93.71919770773638,0.2464183381088825,349
プレイランドキャッスル尾頭橋,Lスーパービンゴネオ,15,168,-97.6,0.2269230769230769,520
キング観光サウザンド栄若宮大通,Lスーパービンゴネオ,38,316,-99.9465811965812,0.2076923076923077,2340
キング666飛騨高山,Lスーパービンゴネオ,1,428,-105.30841121495328,0.264018691588785,428
プレイランドキャッスル知多東海,Lスーパービンゴネオ,6,179,-107.9416135881104,0.2133757961783439,942
コスモジャパン三谷,Lスーパービンゴネオ,8,141,-124.2434456928839,0.2209737827715356,267
KYORAKU妙音通,Lスーパービンゴネオ,2,281,-130.3167259786477,0.2455516014234875,281
キング観光サウザンド今池2号,Lスーパービンゴネオ,5,257,-135.13541666666666,0.2145833333333333,480
メガガイア一宮,Lスーパービンゴネオ,10,322,-135.89087093389296,0.2119622245540398,953
キャッスル大金,Lスーパービンゴネオ,4,166,-143.45180722891567,0.1987951807228915,332
メガコンコルド春日井,Lスーパービンゴネオ,6,261,-150.222,0.306,500
ZENT梅坪,Lスーパービンゴネオ,10,196,-161.1826530612245,0.2418367346938775,980
プレイランドキャッスル東郷,Lスーパービンゴネオ,10,179,-161.65571205007825,0.2347417840375587,639
ZENT名古屋北,Lスーパービンゴネオ,20,290,-172.20009074410163,0.2767695099818512,2204
キング観光サウザンド生桑,Lスーパービンゴネオ,22,279,-182.0537190082645,0.2506887052341597,726
キング観光サウザンド津,Lスーパービンゴネオ,14,161,-190.7521613832853,0.217579250720461,694
キング観光サウザンド桑名サンシパーク,Lスーパービンゴネオ,10,219,-224.0409252669039,0.2580071174377224,562
KYORAKU西,Lスーパービンゴネオ,8,169,-244.84841628959276,0.2013574660633484,442
KYORAKU東海,Lスーパービンゴネオ,6,142,-246.928,0.2,500
プレイランドキャッスル大垣,Lスーパービンゴネオ,23,163,-253.5926380368098,0.2134969325153374,815
プレイランドキャッスル小牧,Lスーパービンゴネオ,14,168,-256.9708806818182,0.1711647727272727,1408
キング666一宮,Lスーパービンゴネオ,5,323,-261.6594427244582,0.2105263157894736,323
キクヤ春日井,Lスーパービンゴネオ,12,203,-265.7561168113654,0.2091554853985793,1267
リブレ遊援館,Lスーパービンゴネオ,9,132,-271.2087087087087,0.2312312312312312,666
オーギヤ安城,Lスーパービンゴネオ,1,217,-277.8663594470046,0.2626728110599078,217
メガコンコルド岡崎北,Lスーパービンゴネオ,15,159,-283.06734693877553,0.210204081632653,490
コスモジャパン蒲郡,Lスーパービンゴネオ,10,144,-286.80902777777777,0.21875,576
メガコンコルド大口41号通り,Lスーパービンゴネオ,19,440,-286.9240506329114,0.2481012658227848,1185
プレイランドキャッスル大垣,Lスーパービンゴネオ,5,15,-292.41333333333336,0.2933333333333333,75
玉越中川,Lスーパービンゴネオ,7,414,-296.80824088748017,0.2694136291600634,631
メガコンコルド名古屋みなと23号通り,Lスーパービンゴネオ,7,366,-303.6863425925926,0.287037037037037,864
キング観光サウザンド桑名本店,Lスーパービンゴネオ,11,229,-308.0785953177257,0.245819397993311,598
